721,River Near Cross,,Middle Road,Gendros,,Swansea,,,,,,,,,0,,,,,,,,,,
722,Tafarn Y Trap,A & E Smith,Swansea Road,Kingsbridge,,Gorseinon,,,892733,,,,,,0,,,,,,,,,,
723,Flying Services Club,,Cilwendeg House,FFynone,,Swansea,,,,,,,,,0,,,,,,,,,,
724,Southgate County Club,,15 Southgate,,,Bishopston,,,044128 3136,,,,,,0,,,,,,,,,,
725,Nursery Thymes,Evelyn Davies,20 Monk Street,,,Abergavenny,,,0639 642577,,,,,,0,,,,,,,,,,
726,Shoe Bonanza-Swansea Valley,,17 Herbert Street,,,Pontardawe,,,0792 863169,,,,,,0,,,,,,,,,,
727,Three Horseshoes,,,Gwynfe,,LLangadog,,,,,,,,,0,,,,,,,,,,
728,Cambrian Hotel,Susan Spong,11 Market Street,,,Bridgend,,,0656 60827,,,,,,0,,,,,,,,,,
729,Puccini`s,,Bryn-Y-Mor Road,,,Swansea,,,,,,,,,0,,,,,,,,,,
730,Ravi Motors,,Henleys Way,,,Cwmbran,,,,,,,,,0,,,,,,,,,,
731,Roman Wine Bar,,,Caerleon,,Newport,,,,,,,,,0,,,,,,,,,,
732,Plough & Harrow,Mr. Paul Kift,18 Swansea Road,LLangyfelach,,Swansea,,,01792 771816,,,,,,0,,,,,,,,,,
733,Village Inn,,5-6 Killay Shopping,Killay,,Swansea,,,01792 203311,,,,,,0,,,,,,,,,,
734,Rhadyr Arms,,,Rhadyr,,Cardiff,,,,,,,,,0,,,,,,,,,,
735,Mr. Lawes,,Main Road,Cilfrew,,Neath,,,,,,,,,0,,,,,,,,,,
736,Horton Stores,M Stratton,,Horton,,Gower,,,390225,,,,,,0,,,,,,,,,,
737,Trefhddyn Garden Centre,,Bridge Street,,,New Castle Emlyn,,,,,,,,,0,,,,,,,,,,
738,Duffryn Garage,,,,,Glanamman,,,,,,,,,0,,,,,,,,,,
739,Olympic Kebab House,,100 Nolton Street,,,Bridgend,,,,,,,,,0,,,,,,,,,,
740,Pennywise,,Oxford Sreet,,,Swansea,,,,,,,,,0,,,,,,,,,,
741,Village Station,Phil Sargeant,Station Approach,Bassleg,,Newport,,,01633 891891,,,,,,0,,,,,,,,,,
742,Masons Arms,,Swansea Road,Waunarlydd,,Swansea,,,,,,,,,0,,,,,,,,,,
743,Ebtide,,,,,Plymouth,,,,,,,,,0,,,,,,,,,,
745,Lunch Box,,47 Mansel Street,,,Swansea,,,0792 456267,,,,,,0,,,,,,,,,,
746,Wine Box,,37 Edgemere Drive,Upper Killay,,Swansea,,,,,,,,,0,,,,,,,,,,
747,Kingsbridge Post Office,Mr. L. Bromham,156 West Street,Gorseinon,,Swansea,,,01792 892984,,,,,,0,,,,,,,,,,
748,Alan Brown,,22 Ogwy Street,Nantymoel,,Ogmore Valley,,,,,,,,,0,,,,,,,,,,
749,Cwmduad Woolen Mills,,,Cwmduad,,Carmarthen,,,,,,,,,0,,,,,,,,,,
750,Capus & Sons Pet Accesories,P.J. Capus,Stall 56a,Swansea Market,,Swansea,,,0792 456159,,,,,,0,,,,,,,,,,
751,Churchill Post Office,W.J. Churchill,,Mount Pleasant,,Porth,,,,,,,,,0,,,,,,,,,,
752,L & T Ciaburri,,8 Duke Street,,,Swansea,,,,,,,,,0,,,,,,,,,,
753,Spar Shop Haverfordwest,Mrs Colwell,,St. Thomas Green,,Haverfordwest,,,,,,,,,0,,,,,,,,,,
754,Double Dragon,Mr. Corner,40 Murray Street,,,LLanelli,,,0554 862340,,,,,,0,,,,,,,,,,
755,St. Josephs Club,,Convent Street,Waun Wen,,Swansea,,,0792 652098,,,,,,0,,,,,,,,,,
756,Old Bakehouse,,Queens Road,Mumbles,,Swansea,,,,,,,,,0,,,,,,,,,,
757,K.C. Seconds,Mr. Ken Crockett,35 Dunraven Street,,,Tonypandy,,,01443 434637,,,,,,0,,,,,,,,,,
758,Gwily Cafe,C.E. Daniel,Rhosmaen Street,,,LLandeilo,,,,,,,,,0,,,,,,,,,,
759,Davies & LLoyd,Mr. Davies,112 New Road,,,Porthcawl,,,065671 3828,,,,,,0,,,,,,,,,,
761,Carons Stores,L. Davies,Station Road,,,Tregaron,,,0974 4472,,,,,,0,,,,,,,,,,
762,West End Florist,Mr. Rowland Davies,3 Alexander Road,Gorseinon,,Swansea,,,,,,,,,0,,,,,,,,,,
763,Comix Shoppe,Simon Davies,13 Shopper's Walk,,,Swansea,,SA1 3AY,0792 642097,,,,,,0,,,,,,,,,,
764,Pennar Filling Station,,,,,Pembroke Dock,,,0646 685200,,,,,,0,,,,,,,,,,
765,Lamb Fish Bar,D.H. Davis,Chain Walk,,,Glynneath,,,0639 722168,,,,,,0,,,,,,,,,,
766,Dawson,Mr. Dawson,10 Gloucester Court,,,Caerleon,,,01633 421953,,,,,,0,,,,,,,,,,
767,Dickerson Shoe Repairs,Mr. A.W. Dickerson,1 Charlesville Road,,,Neath,,,0639 644582,,,,,,0,,,,,,,,,,
768,Choice Is Yours,C. Dixon,38-40 Carnglas,Tycoch,,Swansea,,,0792 296661,,,,,,0,,,,,,,,,,
769,Mr. Doig,,4 St. Pauls Road,,,Port Talbot,,,,,,,,,0,,,,,,,,,,
770,Penyrheol Tavern,Mr. Dunn,Station Road,,,St. Clears,,,0994 230056,,,,,,0,,,,,,,,,,
771,Gate Shop Garage,Evan Rees & Son,Gwaun-Cae-Gerwen,,,Ammanford,,,,,,,,,0,,,,,,,,,,
772,Granell Arms,Mr. D.S. Evans,,LLanwen,,Lampeter,,,,,,,,,0,,,,,,,,,,
773,Newport Snooker Centre,,63 Clarence Place,,,Newport,,,,,,,,,0,,,,,,,,,,
774,G. Evans Corner Shop,G. Evans,160 Aberdyberthi Str,Hafod,,Swansea,,,,,,,,,0,,,,,,,,,,
775,University College Of Wales,Mr. Mathewman,Residential Services,"Penbryn , Penglais",,Aberystwyth,,SY23 3BY,01970 622913,01970 621951,,,,Allan Lewis - 01970/621961,0,,,,,,,,,,
776,Ferndale Business Mens Club,Mr. Evans (Secretary),65 Dyffryn Street,,,Ferndale,,,,,,,,,0,,,,,,,,,,
777,Fan Fish & Chips,Mr. Fan,1a Caolbrook Road,,,Pontyberem,,,,,,,,,0,,,,,,,,,,
778,W.D. Fargie,,7 Mill Street,,,Tonyrefail,,,0443 670402,,,,,,0,,,,,,,,,,
779,Casuals,B. Flye,17b Station Hill,,,Porthcawl,,,,,,,,,0,,,,,,,,,,
780,Franks Toy Stall,Mr. Frank,Swansea Market,,,Swansea,,,01792 652852,,,,,,0,,,,,,,,,,
781,John Frankum,,15 Baineswell Road,,,Newport,,,,,,,,,0,,,,,,,,,,
782,Gershwins,N. Gill,14 Nelson Street,,,Swansea,,,0792 474000,,,,,,0,,,,,,,,,,
783,Penlan Holiday Village,Mrs. Greenaway,,,,Carmarthen,,,,,,,,,0,,,,,,,,,,
784,Harns Mair,,Stall 43,Swansea Market,,Swansea,,,,,,,,,0,,,,,,,,,,
785,Crown Inn,K.J. Harper,,LLwyndaffydd,,Newquay,,,0454 560396,,,,,,0,,,,,,,,,,
786,A. Harries,,8 Hall Drive,North Cornelly,,Porthcawl,,,,,,,,,0,,,,,,,,,,
787,Sporting Chance,Anthea Mary Harry,,Red Roses,,Whitland,,,0834 83 246,,,,,,0,,,,,,,,,,
788,LLwynddydd Inn,Mrs. Heath,,Seran,,LLandysul,,,,,,,,,0,,,,,,,,,,
789,Sandygate Post Office,J&P Henton,Sandy Bridge,,,LLanelli,,,0554 773910,,,,,,0,,,,,,,,,,
790,Mansleton Chemist,Hopkins & Williams Ltd.,Mansleton Road,Mansleton,,Swansea,,,,,,,,,0,,,,,,,,,,
791,W.T. Hopkins Newsagents,Gloria Hopkins/W T Hopkins,5 Wyvern Ave,Sandfields,,Port Talbot,,SA12 7ER,01639 885277,,,,,,0,,,,,,,,,,
792,Chipwicks,John Ieuan,7 Maescanner Road,Dafen,,LLanelli,,,0554 755860,,,,,,0,,,,,,,,,,
793,J.A. James,,26 Heol Y Parc,,,Cefneithin,,,,,,,,,0,,,,,,,,,,
794,L. Jeffries,,75 High Street,,,Glyneath,,,,,,,,,0,,,,,,,,,,
795,Johals Food Store,,3 Park Road,Gowerton,,Swansea,,,0792 873097,,,,,,0,,,,,,,,,,
796,Pontardulais R.F.C.,Mr Glyn John,Oakfield Street,Pontardulais,,Swansea,,SA4 8LW,0792 882489,,,,,ON STOP,0,,,,,,,,,,
797,Spar Stores (Paris House),Jones,High Street,,,LLandyssul,,,055932 3332,,,,,,0,,,,,,,,,,
798,D.W. Jones,,Empire Buildings,Beverly Street,,Port Talbot,,,,,,,,,0,,,,,,,,,,
799,Stitches,Diane Jones,74a Bryn-Y-Mor Road,,,Swansea,,,0792 20002,,,,,,0,,,,,,,,,,
800,J.H. Jones,,Cardiff Road,,,Dinas Powys,,,,,,,,,0,,,,,,,,,,
801,Valley Tackle Centre,Mr. Ian Jones,1 Swansea Road,,,Pontardawe,,,,,,,,,0,,,,,,,,,,
802,Harbour Boatyard & Cafe,Mr. Teague Jones,The Harbour,,,Saundersfoot,,,,,,,,,0,,,,,,,,,,
803,Heysydd Garage,Mr. Reg Jones,Carmarthen Road,,,Cross Hands,,,,,,,,,0,,,,,,,,,,
804,LLandovery Service Station,T. Jones,Brecon Road,,,LLandovery,,,,,,,,,0,,,,,,,,,,
805,Dianes Ladies Hairdressers,Hair By Julie,126a Townhill Road,,,Swansea,,,0792 53623,,,,,,0,,,,,,,,,,
806,Karen Bree Wine Box,,37 Edgemere Drive,Upper Killay,,Swansea,,,,,,,,,0,,,,,,,,,,
807,Kiley Grocers,Mr. Paul Kiley,Crwys Terrace,Penlan,,Swansea,,,,,,,,,0,,,,,,,,,,
808,Melyn Manor,,Old Road,Melyn,,Neath,,,0639 646008,,,,,,0,,,,,,,,,,
809,Killa Greengrocers,Mr. Killa,34 Vicarage Road,Morriston,,Swansea,,,01792 796530,,,,,,0,,,,,,,,,,
810,Feathers Royal Hotel,Mr. Lambert,,,,Aberaeron,,,01545 570214,,,,,,0,,,,,,,,,,
811,A.D. Lewis Photographic,A.D. Lewis,28 Union Street,Swansea,,Swansea,,,,,,,,,0,,,,,,,,,,
812,Hendy Cricket Club,John Lewis (Treasurer),110 Bronalet Road,Hendy,,Pontardulais,,,0792 883690,,,,,,0,,,,,,,,,,
813,Clothes Line,Mrs. Lieberman,150 St. Teilos Stree,,,Pontardawe,,,0792 884449,,,,,,0,,,,,,,,,,
814,Images,Mr. LLewellyn,19 St. Helens Road,,,Swansea,,,01792 456600,,,,,,0,,,,,,,,,,
815,Pilgrims Restaurant,C.A. Lloyd,24 High Street,,,St. Davids,,,,,,,,,0,,,,,,,,,,
816,Jim`s Cafe,Mr. Paul LLoyd,Herbert Street,,,Pontardawe,,,,,,,,,0,,,,,,,,,,
817,Mrs. B. Long,,30 Mill Street,,,Tonyrefail,,,,,,,,,0,,,,,,,,,,
818,Cavalier Restaurant,Mr. Lunn,High Street,,,Saundersfoot,,,,,,,,,0,,,,,,,,,,
820,Iron Horse,Mr Linford,Galon Uchaf Road,Galon Uchaf,,Merthyr Tydfil,,CF47 9TP,0685 722504,,,,,,0,,,,,,,,,,
821,Continental Caravans,,Plots 1&2,Crosshands Bus Park,,Cross Hands,,,,,,,,,0,,,,,,,,,,
822,Parkgate Pharmacy,Mrs A.C. Mattews,17 Berw Road,,,Pontypridd,,,0443 402887,,,,,,0,,,,,,,,,,
823,Mayers Fruit & Veg,Mrs. L. Mayer,1 West Mall,Aberafan Centre,,Port Talbot,,,94 882376,,,,,,0,,,,,,,,,,
824,Cold Ash Bakery,Mr. R. Meakes,Forge Works,Lane End,,High Wycombe,,,,,,,,,0,,,,,,,,,,
825,Card Cabin,Mrs. F. Mills,Stall 22a,Swansea Market,,Swansea,,,0792 464117,,,,,,0,,,,,,,,,,
826,Minoli`s Cafe,Mr. Minoli,36 Mercham Street,Pontlottyn,,Rhymney,,,0685 841892,,,,,,0,,,,,,,,,,
827,Tudor Tavern,Mr. T.J. Mitchell,Church Street,,,LLantwit Major,,,04465 2297,,,,,,0,,,,,,,,,,
828,R.L. Morgan(Fishmonger),,82 High Street,,,Merthyr Tydfil,,,,,,,,,0,,,,,,,,,,
829,Flower Pot,Mr. Morris,34 Pendre,,,Cardigan,,,0239 612404,,,,,,0,,,,,,,,,,
830,"Clarkes Hardware Store,",BRITISH HARDWARE FEDERATION,"38, Main  Road,","Kempsey,",,Worcester,,WR5 3JA,,,,,,,0,,,,,,,,,,
831,Lewis Arms,Mr. Murray,Windmill Road,Tonwynlais,,Nr. Cardiff,,CF4 7JP,0222 810330,,,,,,0,,,,,,,,,,
832,Davies & Williams,Mr. Williams,118 Gower Road,Sketty,,Swansea,,,0792/201688,,,,,,0,,,,,,,,,,
833,Malhotra Newsagents,Mr Malhotra,27 Mansel Road,Bonymaen,,Swansea,,,,,,,,,0,,,,,,,,,,
834,Companies Registration House,Roy Warne,Crown Way,Maindy,,Cardiff,,,0222/380801,,,,,,0,,,,,,,,,,
835,Trophy Design,John Mullen,65 High Street,,,Blackwood,,,,,,,,,0,,,,,,,,,,
836,Cabin Coffee Bar,Mr. Leet,216 Pier Street,,,Aberystwyth,,,,,,,,,0,,,,,,,,,,
837,Door Fit Products,Mr. Neil,Icknield House,Icknield Street,,?,,,,,,,,,0,,,,,,,,,,
838,Newbridge Con Club,,High Street,,,Newbridge,,,,,,,,,0,,,,,,,,,,
839,Farmers Arms,Mr. Newcombe,Bridge Street,,,LLangennech,,,01554 820281,,,,,,0,,,,,,,,,,
840,Nichols Fashion Shop,J. Nichols,63 Brook Street,Williamstown,,Tonypandy,,,0443 432424,,,,,,0,,,,,,,,,,
841,Patrick O`Sullivan Consultancy,,21 Ashburnam Drive,Mayals,,Swansea,,,,,,,,,0,,,,,,,,,,
842,Gordon Phillips Butchers,Gordon Phillips,9-10 Swansea Market,,,Swansea,,,0792 49056,,,,,,0,,,,,,,,,,
844,Phillips Guest House,,,,,Kidwelly,,,,,,,,,0,,,,,,,,,,
846,Clifford Stores,W.G. Phillips,,Pencader,,LLandyssul,,,,,,,,,0,,,,,,,,,,
848,New Mill Garage,Mr. Povey,Crugybar,LLanwrdda,,LLandovery,,,0558 5352,,,,,,0,,,,,,,,,,
850,Pratt Shoe Shop,Mr. Pratt,2 Priory Street,,,Carmarthen,,,,,,,,,0,,,,,,,,,,
851,Narberth Arms,Mr Reed,,Clynderwen,,Narberth,,,,,,,,,0,,,,,,,,,,
852,Copperhouse,ALAN MORGAN,Heol Crwys,Cwmavon,,Port Talbot,,,01639 896210,,,,,,0,,,,,,,,,,
853,Hugh Rees Pharmacy,Mr Hugh Rees,Sea View,Penclawdd,,Gower,,,850530,,,,,,0,,,,,,,,,,
854,Glue Pot,Mr. J. Shut,Jackson Lane,,,Carmarthen,,,0267 231748,,,,,,0,,,,,,,,,,
855,Cambrian House,Pat Richards,Carmarthen Street,Dyfed,,LLandeilo,,,,,,,,,0,,,,,,,,,,
856,Domestic Appliances,Mr. Roberts,42a The Grove,Uplands,,Swansea,,,,,,,,,0,,,,,,,,,,
857,Rosser Bacon Stall,D.T. Rosser,Pontypool Market,,,Pontypool,,,,,,,,,0,,,,,,,,,,
858,Golden Hind,Giovani Rossi,Quay Side,Marina,,Swansea,,,0792 648785,,,,,,0,,,,,,,,,,
859,Anns Fish Shop,Derrick Rorke,17 Cwmrhydyceirw Roa,Morriston,,Swansea,,,01792 797776,,,,,,0,,,,,,,,,,
860,Clive Rowlands Sports,,42 Gurnos Road,,,Ystalafera,,,0639 842261,,,,,,0,,,,,,,,,,
861,Sadlers,Peter Sadler,81 High Street,,,Harbourne,,,,,,,,,0,,,,,,,,,,
862,Mumbles Motor Boat & Fishing C,Mr Kirkcough,642 Mumbles Road,Mumbles,,Swansea,,,01792/369646,,,,,"Home address:  6, Crestacre Close
                         Newton
                         Swansea
                         SA3 4UR",0,,,,,,,,,,
863,Merles Videos,,44 Commercial Street,,,New Tredegar,,,0443 838673,,,,,,0,,,,,,,,,,
865,West Glam County Planning,School Meals,County Hall,,,Swansea,,,0792 471111,,,,,,0,,,,,,,,,,
866,VS&PL Newsagents,Mrs Shaw,87 Charles Street,,,Milford Haven,,,0646 692156,,,,,,0,,,,,,,,,,
867,Shmoos Bike Shop,,Oxford Street,,,Swansea,,,,,,,,,0,,,,,,,,,,
868,Watergate Fish Bar,,13 Watergate,,,Brecon,,,,,,,,,0,,,,,,,,,,
869,Skinner Stores,Mrs. Skinner,Galwg Y Mydd,Nantybwch Trefil,,Tredegar,,,,,,,,,0,,,,,,,,,,
870,Slee Newsagents,Lawrence,"117, Western St.,",,,Swansea,,,01792/652575,,,,,"Neath Road, Plasmarl No: 771858",0,,,,,,,,,,
871,Delfan Stores,Mr. Smith,Gwyddgrug,,,Pencader,,,,,,,,,0,,,,,,,,,,
872,Sparrow News,HM & JS Sparrow,27 De Winton Street,,,Tonypandy,,,0443 432245,,,,,,0,,,,,,,,,,
873,Masons Arms,G.S. Spencer,Dale Road,,,Haverfordwest,,,0437 76 4013,,,,,,0,,,,,,,,,,
874,Hideaway Public House,Mr. Spong,Aberafon Shop Centre,,,Port Talbot,,,0639 881801,,,,,,0,,,,,,,,,,
876,Ralph Coomes Ltd,Mrs Stemp,82 Weyhill,,,Haslemere,,,,,,,,,0,,,,,,,,,,
877,Keelays Camden Ltd,BRITISH HARDWARE FEDERATION,Mrs J. Stevenson,Chipping Camton,,?,,,,,,,,,0,,,,,,,,,,
878,Granada Park Motors,Mr. David Taylor,,LLangattock,,Crickhowell,,,0873 464117,,,,,,0,,,,,,,,,,
879,Siop Fach,Mrs Thatcher,27a Talbot Street,,,Maesteg,,,,,,,,,0,,,,,,,,,,
880,G. Thomas,,4 Parry Road,Sandfields,,Port Talbot,,,0639 882899,,,,,,0,,,,,,,,,,
881,Revolution,,Wind Street,,,Swansea,,,0792 363011,,,,,,0,,,,,,,,,,
882,Golden Grove Arms,FRANK & JEN,,LLanarthne,,Carmarthen,,SA32 8JU,01558-668551,,,,,BRAINS,0,,,,,,,,,,
883,Halfmoon Public House,L. Thomas,,Garnant,,Ammanford,,,0269 825466,,,,,,0,,,,,,,,,,
884,Thomas Newsagents,,100 Cecil Street,Mansleton,,Swansea,,,792654303,,,,,,0,,,,,,,,,,
885,Captains Harbour,Mr. Thomas,The Harbour,,,Saundersfoot,,,0834 812435,,,,,,0,,,,,,,,,,
886,Radyr Court Fruit Supply,D.I.M. Thomas,Danescourt,,,Cardiff,,,,,,,,,0,,,,,,,,,,
887,Thomas Rees,,Gurnos Yard,Gurnos,,Ystradgynlais,,,,,,,,,0,,,,,,,,,,
888,Tipton & Son Ltd,B. Tipton,52 High Street,,,Church Stretton,,,,,,,,,0,,,,,,,,,,
889,Tuckers Fish Shop,,62-63 Swansea Market,,,Swansea,,,0792 52277,,,,,,0,,,,,,,,,,
890,Commercial Inn,,311 Neath Road,Plasmarl,,Swansea,,,0792 71120,,,,,,0,,,,,,,,,,
891,Varley Chemist,Mr. Varley,37 Newton Road,Mumbles,,Swansea,,,0792 366120,,,,,,0,,,,,,,,,,
892,Venezia & Son,,Copperworks Road,,,LLanelli,,,0554 759436,,,,,,0,,,,,,,,,,
893,LLawrda Post Office,TB&J Warner,Farmers,LLanwrda,,LLandovery,,,,,,,,,0,,,,,,,,,,
894,Panahar Tandoori,,,Cefncaeau,,Nr. LLanelli,,,0554 770373,,,,,,0,,,,,,,,,,
895,Easyweigh,,3 Brecon Road,,,Ystradgynlais,,,0639 844068,,,,,,0,,,,,,,,,,
896,Headers International,,2 Station Square,,,Neath,,,,,,,,,0,,,,,,,,,,
897,FForestfach Post Office,,870 Carmarthen Road,,,Swansea,,,,,,,,,0,,,,,,,,,,
898,Hair By Debbie,,7 Bryn Road,Loughor,,?,,,,,,,,,0,,,,,,,,,,
899,Strands,,95 Carnglas Road,Tycoch,,Swansea,,,,,,,,,0,,,,,,,,,,
900,Sunshine Savouries Ltd.,Mrs Gleeson,8 Cwmdu Industrial E,Fforestfach,,Swansea,,SA5 4BR,0792 588601,0792 588471,,,,,0,,,,,,,,,,
901,M&J Watkins,,Stall 1 & 2,Maesteg Market Hall,,Maesteg,,,0656 732076,,,,,,0,,,,,,,,,,
902,Impulse Jewellery,,Unit Five,Industrial Market,,Brynmawr,,,308921,,,,,,0,,,,,,,,,,
903,Good Habit,,7-8 Nelson Street,,,Swansea,,SA1 3QE,461606,458424,,,,,0,,,,,,,,,,
904,Dales & Iron Vetinary Surgeons,Carol,LLetty Nedd,Penydre,,Neath,,,01639 642739,,,,,,0,,,,,,,,,,
905,Time Out,,Station Road,,,Port Talbot,,,,,,,,,0,,,,,,,,,,
906,Shopper Direct,,Unit 3 Mannesman Clo,Swansea Ent. Park,,Swansea,,,,,,,,,0,,,,,,,,,,
907,Clase Social Club,Mr John Williams,"Pengwern Road,","Clase,",,Swansea,,,01792 516163,01792 846654,,,,,0,,,,,,,,,,
908,Island Fish Bar,,557 Neath Road,Morriston,,Swansea,,,,,,,,,0,,,,,,,,,,
909,Knights Arms,Mike/Peter,The Square,,,Porthcawl,,CF36 3BW,01656 773494,01656 788156h,,,,,0,,,,,,,,,,
910,Spar Stores,Mr. Ron Birchall,3 Central Buildings,Oakdale,,Blackwood,,,,,,,,,0,,,,,,,,,,
911,Masons Arms,,Rhyd y Pandy,Morriston,,Swansea,,,0792 842535,,,,,,0,,,,,,,,,,
912,Ivor Arms,,Newbridge Road,Pontllanfraith,,Blackwood,,,,,,,,,0,,,,,,,,,,
913,Ship Inn,,Giants Grave,Briton Ferry,,Neath,,,,,,,,,0,,,,,,,,,,
914,Lamb & Flag,BRAINS BREWERY,Brecon Road,Llanwenarth,,Abergavenny,,NP7 7EW,01873/857566,01873 857611,,,,,1,,,,,,,,,,
915,Fruits & Roots,,70 Charles Street,,,Milford Haven,,,,,,,,,0,,,,,,,,,,
916,Gower Holiday Village,Carolyn Gammon,"Port Eynon,",Scurlage,,Nr. Port Eynon,,SA3 1AY.,390431,,,,,,0,,,,,,,,,,
917,Sky Diner,,Swansea Airport,Fairwood Common,,Gower,,,,,,,,,0,,,,,,,,,,
918,Wrens Wine Bar & Rest,James Cambell,Windsor Road,,,Neath,,,0639 644684,,,,,,0,,,,,,,,,,
919,V.G. Stores,Mr. Williams,7 Church Street,Llandybie,,Ammanford,,SA18 3HZ,0269 850223,,,,,,0,,,,,,,,,,
920,Tango,,5 Green Street,,,Neath,,,,,,,,,0,,,,,,,,,,
921,Golfers Inn,Mrs. Wright,Glendaffen Road,,,Morfa,,,,,,,,,0,,,,,,,,,,
924,Pencaerfenni Inn,B.P. Thomas,,Crofty,,Swansea,,SA4 3SL,0792 850327,0792 850883,,,,,0,,,,,,,,,,
925,Kiley,Mr. P. Kiley,210 Tycoch Road,,,Swansea,,,,,,,,,0,,,,,,,,,,
926,Lily Whites  Fish & Chips,,,Briton Ferry,,Neath,,,0639 812044,,,,,,0,,,,,,,,,,
927,Gower Model Centre,,94 Sterry Road,,,Gowerton,,,0792 874655,,,,,,0,,,,,,,,,,
930,Civic Leisure,LLanelli Bor Co(Darren Clarke),Park Crescent,,,LLanelli,,,0554/741100,,,,,,0,,,,,,,,,,
931,Preselli Stores,,,,,Crymych,,,01239 831288,,,,,,0,,,,,,,,,,
932,Jersey Beach Hotel,Terry Beynon,Aberavon Seafront,Aberavon,,Port Talbot,,SA12 9QJ.,01639 883853,,,,,Bankrupt approx 8/02/99,0,,,,,,,,,,
933,Violet Cottage,Mrs. B. Price,,,,LLandovery,,,0550 20318,,,,,,0,,,,,,,,,,
934,Magic Cook,,St. Helens Road,,,Swansea,,,0792 642982,,,,,,0,,,,,,,,,,
935,Rock & Fountain Inn,Mrs  Stokes,Glynneath Road,Aberdulais,,Near Neath,,,01639 642681,,,,,,0,,,,,,,,,,
936,Prince Of Wales,T. Simon,Main Road,Coychurch,,Bridgend,,,0656 860600,,,,,,0,,,,,,,,,,
937,Sweetmans Bakeries,CONTRACT NO LONGER REQUIRED,3 Stepney Precinct,,,LLanelli,,,0554 772053,,,,,,0,,,,,,,,,,
938,Dagwoods,,30 Craddock Street,,,Swansea,,,,,,,,,0,,,,,,,,,,
939,Open All Hours,John Grey,151 Rodney Street,Sandsfields,,Swansea,,SA1 3UB,01792/467721,,,,,,0,,,,,,,,,,
940,Giants Cut Price,Mr. Hibbs,Giants Grave,Woodland Rise,,Neath,,,,,,,,,0,,,,,,,,,,
942,Old Prince,Mrs. John,Clundu Street,Morriston,,Swansea,,,,,,,,,0,,,,,,,,,,
943,Village Stores,P & PM Anthony,,LLangennith,,Gower,,,01792 827640,,,,,,0,,,,,,,,,,
944,Piemans Pies,Mr. John Bentley,16 Upper Market Stre,,,Haverfordwest,,,0437 760485,,,,,,0,,,,,,,,,,
945,Great Trymynach Farm,,,,,Raglan,,,,,,,,,0,,,,,,,,,,
947,Mikes Bikes,,1 Bartlett Street,,,Caerphilly,,,0222 882672,,,,,,0,,,,,,,,,,
948,Old Farm Inn,Swansea Freshpack Ltd,Angel Lane,Aberbargoed,,Bargoed,,,0443 830044,,,,,,0,,,,,,,,,,
949,E.H. Thomas Newsagents,E.H. Thomas,31 Station Road,,,Ammanford,,,0269 594110,,,,,,0,,,,,,,,,,
950,Wyevale Garden Centre,,,Pyle,,Bridgend,,,,,,,,,0,,,,,,,,,,
951,Ivy Service Station,T.H. Jones,,St. Clears,,Carmarthen,,SA33 4JP,0994 230450,,,,,,0,,,,,,,,,,
952,Coopers Arms,,,LLanddowror,,St. Clears,,,0994 230793,,,,,,0,,,,,,,,,,
953,M&NWF D.I.Y.,,75b Caerau Road,Caerau,,Maesteg,,,,,,,,,0,,,,,,,,,,
954,C.C.T.A.,Carmarthen College Of Art,Golden Grove Mansion,,,Golden Grove,,,015584 341,,,,,,0,,,,,,,,,,
955,Sim's  T/A TJ'S Fried chicken,,102 Bute Street,Docks,,Cardiff,,CF1 6AD,0222/481400,,,,,,0,,,,,,,,,,
956,Dragon Stores Off Licence,,33 Thomas Street,,,LLanelli,,,,,,,,,0,,,,,,,,,,
957,Mark Stores,Mrs M.A. Kenny,85a LLansawel Cres,Briton Ferry,,Neath,,,,,,,,,0,,,,,,,,,,
958,Fishguard Bay Caravan Park,,,Dinas Cross,,Newport,,,03486 415,,,,,,0,,,,,,,,,,
959,Fox & Hounds,,Bridge Street,,,Troedyrhiw,,,01443 691537,,,,,,0,,,,,,,,,,
960,Six Bells Inn,Sonia Evans,,Coity,,Bridgend,,,0656 68282,,,,,,0,,,,,,,,,,
963,Mr. G`s Dry Cleaners,,5 Clase Road,Morriston,,Swansea,,,0792 468019,,,,,,0,,,,,,,,,,
964,Pontardulais Garden Centre,,,Alltrygaban Road,,Pontardulais,,SA4 1DS,01792 882561,,,,,,0,,,,,,,,,,
965,Upper Skewen Post Office,,New Road,Skewen,,Neath,,,,,,,,,0,,,,,,,,,,
967,St. Helens Swimming Pool,Swansea City Council Ian,Oystermouth Road,Swansea,,Swansea,,,01792 636000,,,,,FINANCE DEPT - GARETH - 635441,22,,,,,,,,,,
968,D Smitham & Sons,,Stall 58b,Swansea Market,,Swansea,,,01792 654894,,,,,,0,,,,,,,,,,
969,Family Fare,Mr. & Mrs Gittings,March Hywel,Cilfrew,,Neath,,,,,,,,,0,,,,,,,,,,
970,Cameo Cleaners,,8 Wesley Buildings,Newport Road,,Caldicot,,,,,,,,,0,,,,,,,,,,
971,Stock's Corner Shop,Mr and Mrs Stock,Reginald Street,Port Tennant,,Swansea,,,641345,,,,,,0,,,,,,,,,,
973,Eurovision Securities,,321 Cowbridge Rd. Ea,Canton,,Cardiff,,,0222 382316,,,,,,0,,,,,,,,,,
975,Cane Connection,,7 Wind Street,,,Swansea,,,0792 654266,,,,,,0,,,,,,,,,,
